Index,Case_Name,i_h2i_rate,i_h2_temp,i_ngi_rate,i_ng_temp,i_pci_rate,i_wpi_rate,i_sgi_rate,i_sgi_COH2ratio,i_sgi_ReProRatio,i_o2_volfract,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,o_tuy_velo,o_tuy_temp,o_burn,o_fta,o_coke_rt,o_hmt,o_delp,o_tgt,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt
59,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1600_WR-160,20,1200,0,0,0,0,0,0,0,24,1600,160,5.8,7,0,0,0,2.60E+03,4.47E+02,1286.86,5.02E+04,4.14E+01,2.30E-01,2.26E-01,7.11E-02,4.72E-01,4.96E+01,5.04E+01,2.45E+01,1.65E+01,53.98764,1.99E+02,4.29E+02,1.15E+03,2.34E+01,1.98E+01,4.99E+01,6.58E+03
60,H2-30_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1200_WR-160,30,600,0,0,0,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.26E+03,4.45E+02,597.89,5.29E+04,4.14E+01,2.45E-01,2.27E-01,9.84E-02,4.30E-01,4.81E+01,4.93E+01,2.17E+01,1.83E+01,47.70115,2.18E+02,4.71E+02,1.27E+03,2.80E+01,2.43E+01,5.31E+01,7.24E+03
61,H2-30_PCI-0_WPI-0_NG-40_O2-30_NGT-300_H2T-300_HBT-1600_WR-160,30,300,40,300,0,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.39E+03,4.14E+02,865.74,5.70E+04,4.15E+01,2.57E-01,2.31E-01,1.21E-01,3.91E-01,4.74E+01,4.94E+01,1.80E+01,1.75E+01,46.69466,2.44E+02,5.27E+02,1.45E+03,3.14E+01,2.76E+01,5.60E+01,8.09E+03
62,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1480_WR-160,20,600,0,0,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.51E+03,4.74E+02,1305.72,4.82E+04,4.15E+01,2.52E-01,2.30E-01,7.27E-02,4.45E-01,4.77E+01,4.80E+01,2.31E+01,1.37E+01,53.54013,2.00E+02,4.32E+02,1.18E+03,2.18E+01,1.91E+01,4.74E+01,6.66E+03
63,H2-20_PCI-0_WPI-0_NG-90_O2-30_NGT-300_H2T-300_HBT-1200_WR-160,20,300,90,300,0,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.12E+03,3.76E+02,306.70,6.68E+04,4.15E+01,2.55E-01,2.36E-01,1.23E-01,3.87E-01,4.81E+01,5.08E+01,1.89E+01,1.99E+01,44.10641,2.56E+02,5.54E+02,1.52E+03,3.24E+01,2.77E+01,5.75E+01,8.51E+03
64,H2-20_PCI-0_WPI-0_NG-90_O2-30_NGT-300_H2T-300_HBT-1480_WR-160,20,300,90,300,0,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.28E+03,3.75E+02,598.74,6.66E+04,4.15E+01,2.54E-01,2.36E-01,1.23E-01,3.88E-01,4.81E+01,5.09E+01,1.82E+01,1.90E+01,45.17088,2.57E+02,5.55E+02,1.53E+03,3.25E+01,2.78E+01,5.77E+01,8.52E+03
65,H2-20_PCI-0_WPI-0_NG-70_O2-30_NGT-300_H2T-300_HBT-1600_WR-160,20,300,70,300,0,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.38E+03,3.98E+02,903.54,5.83E+04,4.16E+01,2.57E-01,2.36E-01,1.13E-01,3.94E-01,4.80E+01,4.99E+01,1.76E+01,1.62E+01,49.67608,2.44E+02,5.27E+02,1.45E+03,3.04E+01,2.63E+01,5.52E+01,8.11E+03
66,H2-30_PCI-0_WPI-0_NG-40_O2-27_NGT-300_H2T-0_HBT-1600_WR-160,30,0,40,300,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.28E+03,3.91E+02,620.16,5.75E+04,4.16E+01,2.39E-01,2.26E-01,1.19E-01,4.15E-01,4.86E+01,5.06E+01,1.78E+01,1.89E+01,48.34062,2.42E+02,5.23E+02,1.44E+03,3.29E+01,2.83E+01,5.81E+01,8.05E+03
67,H2-20_PCI-0_WPI-0_NG-50_O2-27_NGT-300_H2T-300_HBT-1480_WR-160,20,300,50,300,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.23E+03,4.02E+02,683.66,5.83E+04,4.16E+01,2.42E-01,2.33E-01,1.01E-01,4.24E-01,4.90E+01,5.03E+01,2.09E+01,1.79E+01,50.33732,2.31E+02,4.99E+02,1.35E+03,2.90E+01,2.48E+01,5.40E+01,7.64E+03
68,H2-10_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1200_WR-160,10,600,0,0,0,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.40E+03,5.08E+02,1306.44,4.54E+04,4.16E+01,2.56E-01,2.38E-01,4.24E-02,4.63E-01,4.82E+01,4.87E+01,2.72E+01,9.55E+00,57.72218,1.82E+02,3.94E+02,1.07E+03,1.42E+01,1.25E+01,3.68E+01,6.05E+03
69,H2-20_PCI-0_WPI-0_NG-50_O2-30_NGT-300_H2T-300_HBT-1200_WR-160,20,300,50,300,0,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.18E+03,4.19E+02,625.55,5.49E+04,4.16E+01,2.59E-01,2.40E-01,9.95E-02,4.02E-01,4.81E+01,5.04E+01,2.12E+01,1.64E+01,45.7754,2.35E+02,5.08E+02,1.41E+03,2.71E+01,2.40E+01,5.17E+01,7.81E+03
70,H2-20_PCI-0_WPI-0_NG-90_O2-27_NGT-300_H2T-300_HBT-1600_WR-160,20,300,90,300,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.24E+03,3.55E+02,476.27,6.82E+04,4.17E+01,2.38E-01,2.30E-01,1.23E-01,4.10E-01,4.92E+01,5.14E+01,1.85E+01,2.08E+01,47.14079,2.55E+02,5.51E+02,1.51E+03,3.41E+01,2.84E+01,5.95E+01,8.44E+03
71,H2-0_PCI-60_WPI-0_NG-40_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,40,300,60,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.62E+03,4.27E+02,1537.55,5.56E+04,4.17E+01,2.66E-01,2.58E-01,4.89E-02,4.26E-01,4.93E+01,5.07E+01,2.55E+01,1.01E+01,55.9149,2.11E+02,4.55E+02,1.25E+03,1.59E+01,1.36E+01,3.91E+01,6.97E+03
72,H2-30_PCI-0_WPI-0_NG-40_O2-30_NGT-300_H2T-300_HBT-1200_WR-160,30,300,40,300,0,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.15E+03,4.14E+02,432.33,5.80E+04,4.17E+01,2.57E-01,2.32E-01,1.20E-01,3.91E-01,4.74E+01,4.95E+01,1.89E+01,1.84E+01,44.89545,2.43E+02,5.26E+02,1.45E+03,3.14E+01,2.75E+01,5.61E+01,8.08E+03
73,H2-0_PCI-40_WPI-0_NG-160_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,160,300,40,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.02E+03,3.11E+02,472.69,7.43E+04,4.17E+01,2.56E-01,2.45E-01,1.15E-01,3.83E-01,4.89E+01,5.22E+01,2.08E+01,2.11E+01,43.77132,2.75E+02,5.95E+02,1.66E+03,3.12E+01,2.68E+01,5.76E+01,9.10E+03
74,H2-20_PCI-0_WPI-0_NG-90_O2-30_NGT-300_H2T-300_HBT-1600_WR-160,20,300,90,300,0,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.36E+03,3.75E+02,734.99,6.62E+04,4.17E+01,2.54E-01,2.35E-01,1.23E-01,3.88E-01,4.80E+01,5.07E+01,1.90E+01,2.01E+01,42.8036,2.56E+02,5.53E+02,1.53E+03,3.26E+01,2.79E+01,5.76E+01,8.48E+03
75,H2-30_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1480_WR-160,30,1200,0,0,0,0,0,0,0,24,1480,160,5.8,7,0,0,0,2.49E+03,4.21E+02,883.55,5.25E+04,4.17E+01,2.25E-01,2.20E-01,9.79E-02,4.57E-01,4.94E+01,5.08E+01,2.18E+01,2.07E+01,47.13659,2.15E+02,4.65E+02,1.25E+03,3.01E+01,2.50E+01,5.62E+01,7.12E+03
76,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-300_HBT-1200_WR-160,40,300,0,0,0,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.07E+03,4.43E+02,475.91,5.64E+04,4.18E+01,2.58E-01,2.28E-01,1.22E-01,3.92E-01,4.70E+01,4.87E+01,1.83E+01,1.81E+01,45.10798,2.38E+02,5.14E+02,1.40E+03,3.14E+01,2.78E+01,5.58E+01,7.88E+03
77,H2-10_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-300_HBT-1600_WR-160,10,300,100,300,0,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.43E+03,3.85E+02,924.60,6.01E+04,4.19E+01,2.57E-01,2.41E-01,1.06E-01,3.96E-01,4.84E+01,5.02E+01,1.88E+01,1.64E+01,51.02953,2.44E+02,5.27E+02,1.44E+03,2.92E+01,2.48E+01,5.39E+01,8.07E+03
78,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1480_WR-160,40,1200,0,0,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.61E+03,4.16E+02,943.63,5.48E+04,4.19E+01,2.36E-01,2.21E-01,1.23E-01,4.20E-01,4.83E+01,5.05E+01,1.83E+01,2.06E+01,40.32393,2.35E+02,5.08E+02,1.41E+03,3.38E+01,2.86E+01,5.97E+01,7.79E+03
79,H2-0_PCI-41_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,41,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.35E+03,5.08E+02,1739.22,4.44E+04,4.20E+01,2.74E-01,2.63E-01,1.78E-02,4.46E-01,4.90E+01,4.93E+01,3.10E+01,4.07E+00,59.38923,1.86E+02,4.01E+02,1.10E+03,5.88E+00,5.63E+00,1.96E+01,6.15E+03
80,H2-30_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1200_WR-160,30,1200,0,0,0,0,0,0,0,24,1200,160,5.8,7,0,0,0,2.27E+03,4.20E+02,533.46,5.31E+04,4.20E+01,2.25E-01,2.20E-01,9.84E-02,4.56E-01,4.94E+01,5.05E+01,2.28E+01,2.15E+01,45.70427,2.16E+02,4.66E+02,1.26E+03,2.98E+01,2.48E+01,5.57E+01,7.14E+03
81,H2-10_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-300_HBT-1600_WR-160,10,300,60,300,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.41E+03,4.11E+02,1075.69,5.52E+04,4.20E+01,2.45E-01,2.36E-01,8.30E-02,4.35E-01,4.91E+01,4.99E+01,2.15E+01,1.49E+01,54.35644,2.18E+02,4.71E+02,1.28E+03,2.50E+01,2.12E+01,5.09E+01,7.23E+03
82,H2-10_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-300_HBT-1200_WR-160,10,300,100,300,0,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.18E+03,3.80E+02,510.82,5.91E+04,4.21E+01,2.56E-01,2.42E-01,1.05E-01,3.98E-01,4.86E+01,5.10E+01,2.04E+01,1.72E+01,46.06741,2.46E+02,5.32E+02,1.48E+03,2.88E+01,2.48E+01,5.42E+01,8.13E+03
83,H2-20_PCI-0_WPI-0_NG-90_O2-27_NGT-300_H2T-300_HBT-1480_WR-160,20,300,90,300,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.17E+03,3.55E+02,350.07,6.85E+04,4.21E+01,2.37E-01,2.30E-01,1.23E-01,4.10E-01,4.92E+01,5.13E+01,1.85E+01,2.08E+01,47.20951,2.55E+02,5.50E+02,1.51E+03,3.41E+01,2.83E+01,5.96E+01,8.44E+03
84,H2-30_PCI-0_WPI-0_NG-40_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,30,0,40,300,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.20E+03,3.93E+02,473.42,6.10E+04,4.21E+01,2.40E-01,2.26E-01,1.20E-01,4.14E-01,4.85E+01,5.03E+01,1.95E+01,2.06E+01,46.20485,2.42E+02,5.23E+02,1.43E+03,3.27E+01,2.82E+01,5.80E+01,8.03E+03
85,H2-20_PCI-0_WPI-0_NG-70_O2-27_NGT-300_H2T-300_HBT-1600_WR-160,20,300,70,300,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.27E+03,3.77E+02,654.06,6.00E+04,4.21E+01,2.40E-01,2.31E-01,1.13E-01,4.17E-01,4.90E+01,5.07E+01,1.87E+01,1.85E+01,49.73552,2.41E+02,5.22E+02,1.43E+03,3.18E+01,2.66E+01,5.70E+01,8.03E+03
86,H2-10_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1480_WR-160,10,1200,0,0,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.70E+03,5.09E+02,1796.91,4.59E+04,4.21E+01,2.57E-01,2.37E-01,4.26E-02,4.64E-01,4.80E+01,4.85E+01,2.64E+01,9.46E+00,58.47312,1.81E+02,3.92E+02,1.06E+03,1.43E+01,1.25E+01,3.72E+01,6.03E+03
87,H2-30_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1600_WR-160,30,300,0,0,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.39E+03,4.47E+02,951.06,5.21E+04,4.21E+01,2.46E-01,2.28E-01,9.72E-02,4.29E-01,4.81E+01,4.95E+01,2.13E+01,1.73E+01,51.58731,2.20E+02,4.75E+02,1.27E+03,2.75E+01,2.43E+01,5.24E+01,7.26E+03
88,H2-30_PCI-0_WPI-0_NG-60_O2-30_NGT-300_H2T-300_HBT-1200_WR-160,30,300,60,300,0,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.12E+03,3.89E+02,288.60,6.56E+04,4.22E+01,2.53E-01,2.31E-01,1.30E-01,3.86E-01,4.78E+01,5.02E+01,1.78E+01,1.98E+01,42.71742,2.56E+02,5.53E+02,1.53E+03,3.38E+01,2.91E+01,5.84E+01,8.49E+03
89,H2-0_PCI-0_WPI-0_NG-41_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,41,300,0,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.62E+03,4.94E+02,1989.87,4.68E+04,4.22E+01,2.66E-01,2.53E-01,4.18E-02,4.39E-01,4.88E+01,4.90E+01,2.66E+01,8.81E+00,49.9598,1.88E+02,4.06E+02,1.10E+03,1.36E+01,1.16E+01,3.44E+01,6.23E+03
90,H2-30_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1480_WR-160,30,300,0,0,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.31E+03,4.45E+02,827.31,5.41E+04,4.23E+01,2.46E-01,2.28E-01,9.71E-02,4.29E-01,4.81E+01,4.94E+01,2.23E+01,1.80E+01,48.59503,2.19E+02,4.73E+02,1.27E+03,2.76E+01,2.43E+01,5.25E+01,7.27E+03
91,H2-20_PCI-0_WPI-0_NG-90_O2-27_NGT-300_H2T-300_HBT-1200_WR-160,20,300,90,300,0,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.01E+03,3.55E+02,55.77,7.03E+04,4.23E+01,2.38E-01,2.30E-01,1.23E-01,4.09E-01,4.92E+01,5.13E+01,1.91E+01,2.14E+01,46.02278,2.55E+02,5.51E+02,1.51E+03,3.39E+01,2.83E+01,5.93E+01,8.45E+03
92,H2-20_PCI-0_WPI-0_NG-70_O2-27_NGT-300_H2T-300_HBT-1480_WR-160,20,300,70,300,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.20E+03,3.76E+02,522.04,6.11E+04,4.23E+01,2.39E-01,2.31E-01,1.12E-01,4.17E-01,4.91E+01,5.10E+01,2.01E+01,2.01E+01,46.52936,2.42E+02,5.24E+02,1.43E+03,3.17E+01,2.67E+01,5.68E+01,8.04E+03
93,H2-30_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1200_WR-160,30,600,0,0,0,0,0,0,0,24,1200,160,5.8,7,0,0,0,2.13E+03,4.21E+02,339.93,5.19E+04,4.24E+01,2.26E-01,2.20E-01,9.79E-02,4.55E-01,4.93E+01,5.02E+01,2.23E+01,2.04E+01,47.60672,2.15E+02,4.66E+02,1.26E+03,2.95E+01,2.50E+01,5.51E+01,7.15E+03
94,H2-10_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-300_HBT-1480_WR-160,10,300,60,300,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.32E+03,4.11E+02,929.80,5.52E+04,4.24E+01,2.45E-01,2.36E-01,8.31E-02,4.35E-01,4.91E+01,4.98E+01,2.18E+01,1.50E+01,54.3751,2.18E+02,4.72E+02,1.28E+03,2.50E+01,2.11E+01,5.08E+01,7.22E+03
95,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1600_WR-160,40,300,0,0,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.33E+03,4.21E+02,663.17,5.60E+04,4.24E+01,2.41E-01,2.22E-01,1.22E-01,4.16E-01,4.80E+01,4.97E+01,1.91E+01,2.04E+01,45.63237,2.36E+02,5.10E+02,1.38E+03,3.28E+01,2.86E+01,5.80E+01,7.82E+03
96,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1480_WR-160,20,1200,0,0,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.65E+03,4.76E+02,1451.96,4.95E+04,4.24E+01,2.51E-01,2.30E-01,7.35E-02,4.45E-01,4.77E+01,4.78E+01,2.24E+01,1.36E+01,54.66666,1.99E+02,4.31E+02,1.17E+03,2.21E+01,1.90E+01,4.77E+01,6.61E+03
97,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1200_WR-160,40,300,0,0,0,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.07E+03,4.21E+02,210.27,5.68E+04,4.24E+01,2.41E-01,2.22E-01,1.21E-01,4.15E-01,4.80E+01,4.96E+01,1.90E+01,1.99E+01,46.53404,2.36E+02,5.11E+02,1.38E+03,3.26E+01,2.85E+01,5.76E+01,7.83E+03
98,H2-10_PCI-0_WPI-0_NG-80_O2-24_NGT-300_H2T-300_HBT-1480_WR-160,10,300,80,300,0,0,0,0,0,24,1480,160,5.8,7,0,0,0,2.16E+03,3.61E+02,468.32,5.76E+04,4.24E+01,2.24E-01,2.31E-01,9.36E-02,4.52E-01,5.08E+01,5.18E+01,2.15E+01,1.89E+01,52.62416,2.29E+02,4.94E+02,1.35E+03,2.92E+01,2.36E+01,5.51E+01,7.58E+03
99,H2-0_PCI-30_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,120,300,30,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.16E+03,3.54E+02,849.86,6.27E+04,4.24E+01,2.55E-01,2.51E-01,9.38E-02,4.00E-01,4.95E+01,5.16E+01,2.07E+01,1.59E+01,48.89323,2.49E+02,5.38E+02,1.51E+03,2.70E+01,2.25E+01,5.24E+01,8.23E+03
100,H2-50_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1200_WR-160,50,1200,0,0,0,0,0,0,0,24,1200,160,5.8,7,0,0,0,2.25E+03,3.74E+02,191.78,6.63E+04,4.24E+01,2.15E-01,2.08E-01,1.46E-01,4.31E-01,4.91E+01,5.15E+01,1.55E+01,2.32E+01,40.84277,2.50E+02,5.45E+02,1.50E+03,4.03E+01,3.32E+01,6.56E+01,8.26E+03
101,H2-10_PCI-0_WPI-0_NG-60_O2-24_NGT-300_H2T-300_HBT-1600_WR-160,10,300,60,300,0,0,0,0,0,24,1600,160,5.8,7,0,0,0,2.28E+03,3.83E+02,792.55,5.26E+04,4.25E+01,2.25E-01,2.32E-01,8.08E-02,4.62E-01,5.08E+01,5.19E+01,2.39E+01,1.76E+01,52.19723,2.18E+02,4.72E+02,1.30E+03,2.59E+01,2.15E+01,5.22E+01,7.23E+03
102,H2-0_PCI-90_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,0,300,90,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.40E+03,4.50E+02,1870.25,5.11E+04,4.26E+01,2.69E-01,2.68E-01,2.54E-02,4.38E-01,4.99E+01,5.11E+01,2.86E+01,5.78E+00,59.67916,1.99E+02,4.30E+02,1.20E+03,8.65E+00,7.88E+00,2.69E+01,6.60E+03
103,H2-50_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1600_WR-160,50,1200,0,0,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.70E+03,3.99E+02,839.64,5.91E+04,4.26E+01,2.33E-01,2.14E-01,1.48E-01,4.05E-01,4.78E+01,4.98E+01,1.25E+01,1.78E+01,48.49178,2.51E+02,5.42E+02,1.49E+03,3.91E+01,3.23E+01,6.35E+01,8.31E+03
104,H2-30_PCI-0_WPI-0_NG-40_O2-30_NGT-300_H2T-300_HBT-1480_WR-160,30,300,40,300,0,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.31E+03,4.12E+02,732.07,5.51E+04,4.26E+01,2.56E-01,2.32E-01,1.20E-01,3.92E-01,4.75E+01,4.94E+01,1.60E+01,1.51E+01,50.49245,2.45E+02,5.29E+02,1.46E+03,3.13E+01,2.76E+01,5.63E+01,8.10E+03
105,H2-0_PCI-30_WPI-0_NG-120_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,120,300,30,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.05E+03,3.35E+02,592.53,6.47E+04,4.27E+01,2.39E-01,2.44E-01,9.46E-02,4.22E-01,5.05E+01,5.17E+01,2.09E+01,1.75E+01,52.55319,2.45E+02,5.30E+02,1.46E+03,2.84E+01,2.28E+01,5.39E+01,8.12E+03
106,H2-10_PCI-0_WPI-0_NG-100_O2-27_NGT-300_H2T-300_HBT-1200_WR-160,10,300,100,300,0,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.07E+03,3.62E+02,248.98,6.33E+04,4.28E+01,2.39E-01,2.36E-01,1.06E-01,4.19E-01,4.96E+01,5.07E+01,2.03E+01,1.91E+01,49.57456,2.42E+02,5.24E+02,1.43E+03,3.06E+01,2.51E+01,5.58E+01,8.00E+03
107,H2-0_PCI-60_WPI-0_NG-90_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,90,300,60,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.30E+03,3.65E+02,1026.64,6.61E+04,4.28E+01,2.60E-01,2.52E-01,8.15E-02,4.06E-01,4.93E+01,5.04E+01,2.27E+01,1.51E+01,50.47987,2.38E+02,5.14E+02,1.43E+03,2.41E+01,1.98E+01,4.97E+01,7.89E+03
108,H2-0_PCI-40_WPI-0_NG-60_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,60,300,40,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.34E+03,3.92E+02,1139.88,5.38E+04,4.28E+01,2.45E-01,2.50E-01,5.88E-02,4.46E-01,5.05E+01,5.16E+01,2.63E+01,1.30E+01,53.04332,2.15E+02,4.65E+02,1.29E+03,1.92E+01,1.62E+01,4.46E+01,7.13E+03
109,H2-0_PCI-125_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,125,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.40E+03,4.16E+02,1861.60,5.65E+04,4.29E+01,2.67E-01,2.69E-01,3.10E-02,4.33E-01,5.01E+01,5.15E+01,2.93E+01,7.49E+00,57.31327,2.08E+02,4.48E+02,1.24E+03,1.06E+01,9.33E+00,3.10E+01,6.89E+03
110,H2-30_PCI-0_WPI-0_NG-40_O2-24_NGT-300_H2T-0_HBT-1480_WR-160,30,0,40,300,0,0,0,0,0,24,1480,160,5.8,7,0,0,0,2.10E+03,3.69E+02,218.67,6.54E+04,4.29E+01,2.22E-01,2.21E-01,1.19E-01,4.39E-01,4.99E+01,5.15E+01,1.94E+01,2.21E+01,47.43553,2.41E+02,5.21E+02,1.42E+03,3.45E+01,2.84E+01,5.99E+01,7.99E+03
111,H2-10_PCI-0_WPI-0_NG-100_O2-24_NGT-300_H2T-300_HBT-1600_WR-160,10,300,100,300,0,0,0,0,0,24,1600,160,5.8,7,0,0,0,2.20E+03,3.37E+02,446.37,6.06E+04,4.29E+01,2.20E-01,2.29E-01,1.05E-01,4.45E-01,5.10E+01,5.21E+01,2.03E+01,2.04E+01,49.96581,2.41E+02,5.20E+02,1.44E+03,3.22E+01,2.58E+01,5.79E+01,7.96E+03
112,H2-0_PCI-90_WPI-0_NG-60_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,60,300,90,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.48E+03,3.75E+02,1221.29,5.98E+04,4.30E+01,2.64E-01,2.56E-01,6.67E-02,4.14E-01,4.92E+01,5.02E+01,2.29E+01,1.21E+01,55.14622,2.28E+02,4.93E+02,1.37E+03,2.04E+01,1.71E+01,4.59E+01,7.58E+03
113,H2-10_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1600_WR-160,10,600,0,0,0,0,0,0,0,24,1600,160,5.8,7,0,0,0,2.58E+03,4.77E+02,1539.80,4.48E+04,4.30E+01,2.33E-01,2.36E-01,4.16E-02,4.90E-01,5.03E+01,5.05E+01,2.88E+01,1.09E+01,59.31577,1.82E+02,3.93E+02,1.05E+03,1.50E+01,1.30E+01,3.85E+01,6.03E+03
114,H2-20_PCI-0_WPI-0_NG-70_O2-27_NGT-300_H2T-300_HBT-1200_WR-160,20,300,70,300,0,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.04E+03,3.77E+02,209.69,6.13E+04,4.30E+01,2.40E-01,2.31E-01,1.13E-01,4.17E-01,4.91E+01,5.07E+01,2.01E+01,1.99E+01,47.3575,2.42E+02,5.23E+02,1.43E+03,3.15E+01,2.65E+01,5.66E+01,8.03E+03
115,H2-20_PCI-0_WPI-0_NG-50_O2-24_NGT-300_H2T-300_HBT-1600_WR-160,20,300,50,300,0,0,0,0,0,24,1600,160,5.8,7,0,0,0,2.20E+03,3.79E+02,560.65,5.66E+04,4.31E+01,2.24E-01,2.26E-01,1.01E-01,4.49E-01,5.02E+01,5.12E+01,2.19E+01,2.03E+01,50.23462,2.28E+02,4.93E+02,1.33E+03,3.06E+01,2.54E+01,5.59E+01,7.56E+03
116,H2-20_PCI-0_WPI-0_NG-90_O2-24_NGT-300_H2T-300_HBT-1600_WR-160,20,300,90,300,0,0,0,0,0,24,1600,160,5.8,7,0,0,0,2.14E+03,3.33E+02,252.30,6.73E+04,4.31E+01,2.20E-01,2.23E-01,1.24E-01,4.34E-01,5.04E+01,5.18E+01,1.82E+01,2.22E+01,47.8948,2.51E+02,5.43E+02,1.49E+03,3.59E+01,2.88E+01,6.14E+01,8.33E+03
